attribute,subgroup,rows,error_prevalence,method,AUROC,AUPRC,AURC
timeofday,dawn/dusk,3513,0.5428408767435241,predictive_entropy,0.621740967439224,0.6466538175470008,0.42544226973962196
timeofday,dawn/dusk,3513,0.5428408767435241,presence,0.5129548278904291,0.5518365437341192,0.5305145337474846
timeofday,dawn/dusk,3513,0.5428408767435241,representation,0.606701338256316,0.6153372221961086,0.4664547659165487
timeofday,dawn/dusk,3513,0.5428408767435241,semantic,0.6466302623682427,0.6713636052374452,0.4144676592047232
timeofday,dawn/dusk,3513,0.5428408767435241,semantic_geometric,0.7683761275395558,0.7749085329603074,0.33583589607718206
timeofday,dawn/dusk,3513,0.5428408767435241,semantic_mi,0.5750760291277922,0.5768981555269057,0.47378413460540403
timeofday,daytime,27749,0.5577498288226602,all_internal,0.793825177268132,0.8142106941416389,0.3349516676847148
timeofday,daytime,27749,0.5577498288226602,all_internal_rf,0.8530506511786552,0.8643983838822944,0.28147346542641927
timeofday,daytime,27749,0.5577498288226602,all_plus_confidence,0.8343460549063888,0.851228771242469,0.30132322077652185
timeofday,daytime,27749,0.5577498288226602,box_variance,0.6725489916104639,0.690936061347249,0.41465417046152014
timeofday,daytime,27749,0.5577498288226602,confidence,0.7792489416730499,0.779852637330728,0.33132884845621374
timeofday,daytime,27749,0.5577498288226602,embedding_variance,0.6647710372096913,0.6639562995098708,0.4103874595435868
timeofday,daytime,27749,0.5577498288226602,geometric,0.764455124940832,0.7739474885221445,0.34233832027411354
timeofday,daytime,27749,0.5577498288226602,predictive_entropy,0.6313694421776891,0.6711881001635439,0.43630337396007385
timeofday,daytime,27749,0.5577498288226602,presence,0.508939633180716,0.5638868895413305,0.552274554471596
timeofday,daytime,27749,0.5577498288226602,representation,0.6184540436374486,0.6444097540924835,0.4750587375503882
